category,agency,description,locationType,address,borough,lat,lng,frequency
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.68285206188045,-73.97278549975013,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,184 KENT AVENUE,BROOKLYN,40.71849034402113,-73.96369820402633,12
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.72195165842647,-73.99626970034271,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,10 W 12 ST,MANHATTAN,40.736630669477954,-73.99922779497943,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.749669506817874,-73.98157172621585,9
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,216 17 ST,BROOKLYN,40.66407249715515,-73.99190066707219,10
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.7817499622558,-73.9810645461519,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.7659905125364,-73.98712303941477,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.761550882570425,-73.96658422171976,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,2161 BARNES AVENUE,BRONX,40.85548763862657,-73.86384899122169,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.65531180344186,-73.9765701604619,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,20 RIVER ROAD,MANHATTAN,40.765213474384666,-73.94747113036969,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.757638657717955,-73.96340976008901,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.73669085103913,-73.99311870885126,14
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.78278939007295,-73.95740539521164,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,300 W 55 ST,MANHATTAN,40.765592168531875,-73.98425316337983,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,301 WEST 53 STREET,MANHATTAN,40.76435715460628,-73.98515593959957,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,23 WAVERLY PL,MANHATTAN,40.730301147349586,-73.99470332104544,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,QUEENS,40.77972898348817,-73.90630410589331,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74476326850957,-73.99516049841317,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,44 SIDNEY PLACE,BROOKLYN,40.69178939069497,-73.99478571256505,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.72486285062061,-73.98440349134948,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76343015682519,-73.99270080927215,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),, WEST xc2xa0xc2xa070 STREET,MANHATTAN,40.7755052056678,-73.97832953157018,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,2408 OCEAN AVE,BROOKLYN,40.60288696455228,-73.95208594827726,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76498834054505,-73.96114949015954,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,255 W 43 ST,MANHATTAN,40.7573583875063,-73.9879729542043,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.72031794440261,-74.01216827113397,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,516 E 72 ST,MANHATTAN,40.766632252313414,-73.95325332867425,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,2830 OCEAN PKWY,BROOKLYN,40.581134311420044,-73.96743409756179,9
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,29-01 216 ST,QUEENS,40.776436346028795,-73.77018196570228,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.743099863822415,-73.97400952966359,9
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.82110671199772,-73.93574251588308,12
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,509 WILSON AVE,BROOKLYN,40.69229850842125,-73.91093451531027,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,401 EAST 80 STREET,MANHATTAN,40.77299683724711,-73.95211519356629,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,330 7 AVENUE,MANHATTAN,40.747549086491816,-73.993142850465,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74286393470359,-74.00396964950289,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.767802593652206,-73.9559998116338,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,83-55 AUSTIN STREET,QUEENS,40.70861120906406,-73.82885163660283,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,134 2 AVENUE,MANHATTAN,40.76845955505698,-73.95861313317917,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.72545107465789,-73.99304049719773,12
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.7297769253605,-73.99530951738959,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,14 EAST xc2xa0xc2xa060 STREET,MANHATTAN,40.762514387247435,-73.96693028270047,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,50 E 11 ST,MANHATTAN,,,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,25-63 22 ST,QUEENS,40.772688416393216,-73.92457897554225,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74222718212239,-73.99700835637634,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.70991303781414,-74.00608859633381,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.77999806200927,-73.97690180934424,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,30 PARK AVE,MANHATTAN,40.74811581939547,-73.98059771064828,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.83348848222364,-73.94157750579586,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.73543265938943,-73.98269425833749,8
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,6 CLINTON ST,MANHATTAN,40.721110711536895,-73.98400392643792,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,30 EAST xc2xa0xc2xa086 STREET,MANHATTAN,40.77737403722379,-73.95055946938679,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,158 WEST 131 STREET,MANHATTAN,40.81222376217243,-73.94430557276583,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),, MADISON AVE,MANHATTAN,40.75000449199008,-73.98237647604338,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.67933383480237,-73.97532148567821,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,95 HORATIO ST,MANHATTAN,40.73876028696681,-74.00849091818736,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76729014481965,-73.96660661277681,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.72817583258266,-73.98485732105792,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),, ELIZABETH STREET,MANHATTAN,40.72497898803442,-73.9932353679027,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,295 GREENWICH ST,MANHATTAN,40.71600878778106,-74.0110131425869,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,550 1 AVENUE,MANHATTAN,40.742293037645034,-73.97459446053105,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.754092495854586,-73.99207740961194,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,1965 BROADWAY,MANHATTAN,40.77399626789037,-73.98223292928823,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.869149925930536,-73.92214472108078,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.756488909389724,-73.99775849402,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76229397770746,-73.97445687774159,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.716022710379214,-73.9913099685531,8
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,30 EAST 60 STREET,MANHATTAN,40.764046942272756,-73.97057554122675,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.68023669910274,-73.96423820289161,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,200 EAST 79 STREET,MANHATTAN,40.77413507173335,-73.95696323280102,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,35 MONTGOMERY STREET,MANHATTAN,40.7130522354004,-73.98504472193449,16
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76609151781164,-73.96958548941684,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76411050931268,-73.98849156390575,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,149 LEXINGTON AVE,MANHATTAN,40.74358717303544,-73.98176106680306,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,12 JOHN STREET,MANHATTAN,40.71000341628404,-74.00910044395351,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.794031758675864,-73.97630464663891,5
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,619 WEST 114 STREET,MANHATTAN,40.80697864605716,-73.9654777405276,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.7460781227927,-73.97493586703608,11
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,46-09 11 STREET,QUEENS,40.7461442714939,-73.9503841532255,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,1124 48 ST,BROOKLYN,40.63789569805194,-73.99537722839297,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BRONX,40.829501937432156,-73.87460889175321,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,55 WARREN ST,MANHATTAN,40.71472439784958,-74.00921291324305,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,STATEN ISLAND,40.60439685886977,-74.06899707829305,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,69 WOODHULL STREET,BROOKLYN,40.68111233002784,-74.00211999316716,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.746391579995645,-73.97763525380114,12
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,220 E 57 ST,MANHATTAN,40.75993703722585,-73.96680522291088,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,503 WEST 259 STREET,BRONX,40.90689788689591,-73.9042725673785,5
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74972471150874,-73.98362170473887,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,55 WEST 55 STREET,MANHATTAN,40.76240148545634,-73.97663717443312,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,278 WEST 11 STREET,MANHATTAN,40.73602398946783,-74.00460792912723,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.71558383677267,-74.00303012799506,7
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.80708987708298,-73.9417704531478,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.781479717585974,-73.95624714515277,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,STATEN ISLAND,40.64076897337228,-74.09475109914605,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,220 EAST 63 STREET,MANHATTAN,40.76377337790351,-73.9641031015917,8
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,343 GOLD ST,BROOKLYN,40.69414879727936,-73.98329277406647,13
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,BROOKLYN,40.69522039497991,-73.99585648369809,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,330 E 39 ST,MANHATTAN,40.74738677754989,-73.97235492721812,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,255 WEST 43 STREET,MANHATTAN,40.7573583875063,-73.9879729542043,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,99 WASHINGTON STREET,MANHATTAN,40.708350537556264,-74.01432301504705,13
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.74707842727676,-73.98134146691059,6
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),, E 33 ST,MANHATTAN,40.74457452568206,-73.97748068257532,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.707755219930775,-74.0117042983323,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.75676421229661,-73.96715331852165,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.767392445116776,-73.98236465466958,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.76211425415016,-73.96015124767024,7
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,QUEENS,40.73639857849262,-73.84590947131231,6
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.78138750196465,-73.9521236028916,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,STATEN ISLAND,40.60180987142562,-74.12059528794195,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,200 WATER STREET,MANHATTAN,40.707316573568,-74.00427050785834,8
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,2 ASTOR PL,MANHATTAN,40.73003753695076,-73.99263230541881,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.72847618663845,-73.97569655804341,7
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.764842284666365,-73.98052785863408,10
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,148 DUANE STREET,MANHATTAN,40.716423492592945,-74.00804076237668,5
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.83089187658625,-73.94136658647975,21
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,451 77 ST,BROOKLYN,40.62867070655859,-74.02443641934848,7
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.71990409942778,-74.00260102845633,9
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.752280774433345,-73.98969188939078,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.7010280647865,-73.99126143200668,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,15 PEARL STREET,MANHATTAN,40.70579854071996,-74.00770044481418,8
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.711569953213036,-74.01578457344797,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74768457445487,-73.97878610142489,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.74879969357072,-73.96984602055146,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,330 W 39 ST,MANHATTAN,40.7557585661015,-73.99221798081803,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,307 EAST 93 STREET,MANHATTAN,40.7821295559317,-73.94803914032788,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.75939190349784,-73.9850704141174,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76546858073884,-73.97004063354979,9
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,175 RIVINGTON STREET,MANHATTAN,40.71890948673392,-73.98453114613707,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.69361345117821,-73.98251038307555,11
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,33 GOLD STREET,MANHATTAN,40.70852967185639,-74.00618946355614,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,55 WASHINGTON ST,BROOKLYN,40.70272968157668,-73.9896021730919,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.70785716808154,-74.00683863899337,8
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.70745052634564,-74.01194590412761,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.739243673435105,-73.999184461781,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.69105035395189,-73.98632977549417,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,13 CHAMBERS STREET,MANHATTAN,40.71591005977235,-74.01010408341948,7
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.72443279424278,-73.99345910534618,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76025071581911,-73.96962425363057,6
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.777232088273266,-73.94616904207393,16
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.75157721669353,-73.98227500112849,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,145 W 55 ST,MANHATTAN,40.7635877507659,-73.97945247662597,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,300 E 74 ST,MANHATTAN,40.76996310160079,-73.95705257462451,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,46-01 39 AVE,QUEENS,40.74935866131142,-73.91740879183394,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76803324454641,-73.9958483434727,8
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.7521974591802,-73.9818236763463,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,732 WEST END AVENUE,MANHATTAN,40.79500549819102,-73.97337529330953,8
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,51 ASTOR PLACE,MANHATTAN,40.72983702132706,-73.99059376983791,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,134 MONTAGUE STREET,BROOKLYN,40.69464939163139,-73.99381543115531,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,666 WEST END AVENUE,MANHATTAN,40.79298845301179,-73.97484958770718,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.72272284740783,-73.99415194804773,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.71331923849097,-73.94924347048376,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,120 GREENWICH STREET,MANHATTAN,40.70908902244975,-74.01311845449641,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,200 EAST 58 STREET,MANHATTAN,40.76074119593019,-73.96662794482513,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.73578984716102,-73.98536076518725,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,QUEENS,40.74355090993674,-73.95839403388179,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,2 5 AVENUE,MANHATTAN,40.73192062465118,-73.99660831115821,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,142-02 84 DRIVE,QUEENS,40.71097754145741,-73.81488265701564,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.795732724593925,-73.93266099831932,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,310 GREENWICH STREET,MANHATTAN,40.71760352610658,-74.01066709526035,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76948307211895,-73.95786518258946,8
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,1450 2 AVE,MANHATTAN,40.771162394352885,-73.95662939538269,5
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,81-28 243 STREET,QUEENS,40.73880934580659,-73.72543921220681,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BROOKLYN,40.724336634553836,-73.94908355313572,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,224 W 35 ST,MANHATTAN,40.75203386095101,-73.99105262203469,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.769119698074505,-73.95503862944955,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.775640458711536,-73.96051142948765,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76185733430286,-73.96342549152862,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,QUEENS,40.741691449982326,-73.92374075671185,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76609151781164,-73.96958548941684,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.77949776479802,-73.95558406794517,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.70627858828697,-74.01118826785164,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.748864234636855,-73.9758334840723,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,404 WEST 155 STREET,MANHATTAN,40.83055388305606,-73.94059720261286,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.75293631584283,-73.98548693251183,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,770 BROADWAY,MANHATTAN,40.73084166493176,-73.9914018471774,5
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,147 LEXINGTON AVENUE,MANHATTAN,40.74354875110188,-73.98178994779703,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76296784838588,-73.98189293433464,3
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.780065063555526,-73.94704778434964,9
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.79398145623041,-73.97228140520521,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,545 WEST 48 STREET,MANHATTAN,40.76409996288237,-73.99427466225981,9
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.758007317565976,-73.9662394784917,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,237 WEST 54 STREET,MANHATTAN,40.76426353501567,-73.98299722122701,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.765419190305785,-73.98382361493509,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76022267797519,-73.96746204832733,6
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.76035319755436,-73.99123199048147,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.708699782998,-74.00728598385423,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.724136308682176,-73.99260409575837,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),, ATLANTIC AVE,BROOKLYN,,,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,BRONX,40.887529858001095,-73.89922632846047,6
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.76911692372326,-73.9885592924773,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,342 21 STREET,BROOKLYN,40.65921957022911,-73.98991171175561,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.75973017419921,-73.99168328325673,6
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.73059196298288,-73.9924085414421,39
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.792128640023705,-73.97177296318122,5
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.75898108785592,-73.99594275847234,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.769849269458305,-73.98431353078193,5
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,1115 BROADWAY,MANHATTAN,40.74291564554652,-73.98918450107251,4
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,MANHATTAN,40.76077242935416,-73.98446366791731,7
machine,Department of Environmental Protection,Noise:Jack Hammering (NC2),,,STATEN ISLAND,,,13
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.77039307378342,-73.94807356936934,4
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,QUEENS,40.75425229313665,-73.82782480359295,7
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,18 EAST 31 STREET,MANHATTAN,40.74611280562271,-73.9849651214723,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,8703 18 AVENUE,BROOKLYN,40.60527933907869,-74.00470694524988,7
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.82163825248624,-73.93907684328906,3
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,50 OCEANA DRIVE WEST,BROOKLYN,40.577165364883804,-73.95898365596459,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.7671193411266,-73.95649484495578,6
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,537 CLINTON AVENUE,BROOKLYN,40.68243050406261,-73.96667434582992,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,164 KENT AVENUE,BROOKLYN,40.71914886229848,-73.9629943850893,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.81377818926912,-73.95968679967802,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,STATEN ISLAND,40.63772894797859,-74.14603676890906,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.72841273385018,-73.99425247243117,15
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.78012529840929,-73.95303443006732,4
machine,Department of Environmental Protection,Noise:Construction Equipment (NC1),,,MANHATTAN,40.754092495854586,-73.99207740961194,3
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,32 THOMPSON ST,MANHATTAN,40.723055036899765,-74.00414885457417,5
machine,Department of Environmental Protection,Noise:Construction Before/After Hours (NM1),,,MANHATTAN,40.71264654533241,-73.98997216115195,4
